,Comment,Likes,Time,UserLink,user
150,Tawa ngakak gua liat nya. Suksen buat Go-Jek tentunya buat boriel juga,4,2 months ago,/channel/UCdfBGmqFy5bXjYNUQzDi8ng,耂ƦЄĐ GURUH
151,Suaranya keren banget....karena sepatuh aku disini,3,2 months ago,/channel/UCDK_N-HG56CJlPzAL7vCagw,Moralis 86
152,Ngakak ending nya a 😅 😅,30,2 months ago,/channel/UC0tOSsyIJdO5e6B4aWiA4Uw,Man Anna net
153,"Karena areil aku komen like subcribe, sukses buat Ariel dan gojek... jaya trusssss 👏👏👍👍👍👍 #SNsemarang",6,1 month ago,/channel/UCMeUAO0r5-iv8SpzekxU83A,Cowok terkece 31
154,"HBD borielll , trus berkaya buat lagu fenomena lagii",5,2 months ago,/channel/UCO4f3ma4ERt44Zv8JrGd7RQ,Angga Media07
155,"Njirrr kok baru tau gua iklan Boriel ngelawak gni wkwkw 🤣🤣
Tpi kerenn abiss dah Idolaku ini😎😁😁😂",22,2 months ago,/channel/UCld1ixTRyQXs-UQP3ZcNkfg,Fer Dlaw
156,"Duh lucu banget. Detail alamat nya, backsound, plot, naskahnya 👍👍😭",8,2 months ago,/channel/UCLd7NDM_SuAWiERjsueDrgw,Layla Syana
157,"biasanya iklan tuh di skip.tpi yg ini malah ku ulang"" sambil seyum"" sendri 😊",6,2 months ago,/channel/UC_fRwWhOuhEtrws66SiLk3w,erna yuliana
158,renyah bgt suaranyaa,45,2 months ago,/channel/UCrOgpzCZ_Wxz9Z5922vnoJw,Nila Yulia
159,So cute bang ariel... Selalu sukses ya..,11,2 months ago,/channel/UCaFW0g3cxS4MeRFo1MG8Pcw,Miss Greetea97
160,"Wkwkw bisa bisanya ariel jdi gini , keren nih tim kreatif iklannya bisa bikin ariel yang beda. 👍",53,2 months ago,/channel/UCTDCHsFPYpX2nGyP-cr1Buw,Jari Bandel
161,"mantap dan keren ARIEL,,,akhirnya paket datang juga",6,2 months ago,/channel/UCOQaS_LypFMeKD-obfQZGDQ,nurasni side
162,"Mantap bang boril,, kolaborasi keren gojek x ariel. Ditunggu next project sm bang boril dan noah",1,3 weeks ago,/channel/UC95uWEDw2rTq3Dc56f_xzDA,Ati Mardiati
163,Maa syaa Allah Ariiiieeeellll..... 👍,23,2 months ago,/channel/UCixyiMVZfxeGiajbyrwfJRg,Nurul Wulandari
164,Kalian luar biasa Gojek x ariel,7,2 months ago,/channel/UCIUBOX9Btm3dBemt7mub--g,Ashid_id
165,Makasih yaa. I'm not ok right now but this ad make me laugh and feel better.,5,1 month ago,/channel/UCOx9rdfiXBjoWZ5XtV8ZlUQ,Syala Montana
166,Kerennnnnnn kereennnnnnn,44,2 months ago,/channel/UChfTcfA45ECWJmVCsLAU6jw,Yt vhan Bettafish
167,Keren. Ariel luar biasa,9,2 months ago,/channel/UCRHs7zIAhUPnQXRg3eoxb2g,Panji Karsono
168,Epic moment.pas boriel teriak.dpt banget feel nya.sumpah😁,6,2 months ago,/channel/UCOZMQFUvlZ8XtkZIFR-llYQ,Jevier Sisway
169,Suaranya keren berkharisma,5,2 months ago,/channel/UC9nkcpLzs6DEZegZJqV2b7A,Andre Marbun
170,Ini iklan yang gue rewatch berkali-kali 😂,9,2 months ago,/channel/UCW4l-RbSf9Oenm298tETA9w,Warganet
171,"cuma iklan doang viewersnya 4,7 juta gokil, the power of Ariel NOAH!",6,1 month ago,/channel/UC6jJwhRJfIDZhKdt4Wb-0yg,Kevin Arzeta
172,Iklan yang bisa dirasakan...,24,2 months ago,/channel/UC9hkGepvfOT439PREw8hBMA,Su Nandar
173,Gila keren bgt. Iklan se cinematic ini.. Ini mah ada campur tangannya ariel pasti.,9,2 months ago,/channel/UCZeb3a0dV_SugG7MCgWYkeg,Agung Nugroho
174,I love the Jokes Bapack Bapack hahahaha.. Kenalan dong ama tim kreatif-nya.. 😂🤣,4,2 months ago,/channel/UCcYBwR4cgVSP-pZdHkDcIig,Tah !toe Project
175,Iklan yang  tidak pernah bosan diputar terus Karena ada arielnya .,7,2 months ago,/channel/UCHHys6VOmlRm5qYNjltiXxg,khairana humaira
176,Moga. Mitranya semakin sejahtera. Dan bonus harian di kembalikan lagi,3,2 months ago,/channel/UCg32ZUigSAECnhHlDQSSehg,Tiar Bbs
177,"Cuma ariel yg bikin iklan tapi tetep di tonton banyak orang, gk kayak iklan biasa yg klo muncul langsung di skip dan kadang suka emosi☺",1,3 days ago,/channel/UCegOsqRLqKEI5xN3b_E-PWA,Diva Saloka
178,Keren😍🤣,23,2 months ago,/channel/UCzWhGJbdx6JMoJUoxYZ0BOw,Rianty Atin
179,konsep Ariel memang lama menunggu dan proses tak mengkhianati akhir menjadi mimpi yg sempurna ... No. 4H,6,2 months ago,/channel/UCPQ6Vn4wJLgUGDd44TgP41g,SMK NUANSA MANGUNREJA TASIKMALAYA
180,Gokil ariel,40,2 months ago,/channel/UCz3wDchYXsMzX9Dvq8HwJsw,Robert Dave
181,Sudah serius2 endingnya lucu 😂🤣,9,2 months ago,/channel/UCabYBQBfshPEbjjlNTxBivw,Andhyexs Sytha
182,mantep rezekinya kang boriel.... hampir semua produk terkenal ada mang borielnya,7,2 months ago,/channel/UCE3_b257usx7KKCXd7W8UaA,Muhammad Sidiq
183,"Anjrit! Pulang kerja nyampe rumah buka YouTube nemu ini video yg baru diupload dan senyum2 sendiri lihat seorang Ariel yg cool gitu bisa kocak gini gara2 Gojek..
Keren lah pokoknya kalo udah Ariel yg eksekusi, warna videonya bagus cinematic, iklannya berkelas nampilin Boriel yg keren tapi jadi kocak, apalagi scene pas Boriel nyuci motor sampe sebersih2nya n ternyata dia nyuciin motor tetangganya krna saking gabutnya.. wkwkk
Kocak sih iklannya padahal mah di dunia nyata Ariel ga bakalan juga nungguin paket sampe selebay itu.. hhaha...",12,2 months ago,/channel/UCskwFfHjJGOCxts5dT4g5rg,pujo setiawan
184,"Duh jenius amat si bang, gak kerasa ternyata itu cuman iklan hahahha",5,2 months ago,/channel/UCcpcMn9PkNIvMOmKoJmM4ag,RezaCullen_
185,"Hahaha gokil abis,, luar biasa 👍👍",9,2 months ago,/channel/UCBu99a6giPuVJx7QYSFiTnw,Endang Sutiawan
186,Mantap betul,17,2 months ago,/channel/UCZehCfgUxbIyrL7w4JoGOrg,Yesman Boy
187,"Baru kali ini secara langsung sengaja ngeklik iklan 😅
Memang berkelas boril.",6,2 months ago,/channel/UCroyvPhYO3TGltxhCOq2gWA,Abdul Asad
188,IKLAN TERBAIK SEPANJANG MASA..👍❤️❤️,1,2 weeks ago,/channel/UCeAW2Mi7qOZKn9tgRM6PTow,iyok saputra(impulse)
189,kreatif banget sih skenarionya😂😂,7,2 months ago,/channel/UCv7reyk4igFbRw6qX6lUA0g,dandy mulyono
190,Masuk semua lagunya 👍👍,7,2 months ago,/channel/UC1SIpPCeY24mgY9FucDw0Yw,GRD - RYDER
191,Kerennn... Baru kali ini ketagihan nonton iklan...😂😂😂,8,2 months ago,/channel/UCS8upH7VMOJ4JYX3ROkrkgw,Naufal Shidqie Izzulhaq
192,Kocak bener iklan nya🤪,43,2 months ago,/channel/UCY5MxKnyiSZr22VvFq0XUIw,Melly Ariska
193,Gak pernah ngebayangin ariel bisa ngereceh kek begini😭😭😭😭😭😭😭,8,2 months ago,/channel/UCAfu4Cd7CXoS5Cy6_Fumnvw,nugunde nugu01
194,Ariel vokalis serba bisa acting nya jah bagus luarr biasaa boriel...,5,2 months ago,/channel/UCv5VleqJoUPoJYURw8HlIxg,Anes Imas
195,"Serius, iklan terkeren yg pernah gue tonton, good job lah buat yg bikin narasinya..",11,2 months ago,/channel/UCnZgUE9B3Ajgwb05IgUwvVg,tiny djanarko
196,Dehemannya merdu amat 😍,6,2 months ago,/channel/UC0TKMsvHdjbmonZTxU-vS6A,Eka Apriliyanti
197,Gak bosan liat iklannya 😂😂,5,1 month ago,/channel/UCbowdJOEG0nfrmTKNmfrLpg,HL21 FILM
198,Serasa bukan iklan wkwk,15,2 months ago,/channel/UCslACQPe5jcKWo66iiwDmPQ,Muhamad Waliyuddin Abdullah
199,"Bang request dong bawain lagu ""aku bukan jodohnya "" Kayanya lebih hidup 😄🙏",0,2 weeks ago,/channel/UCzHiLKsJGxit1HYp4rEvS3g,Bintang Muhammad
200,Kerennn borrr,17,2 months ago,/channel/UCsx_poiHp87lkg7uRWr16tA,Googone 404
201,Iklan yg paling banyak di nonton   cuma babang boriel   heheh   emg luar biasa my idola semoga makin sukses,7,1 month ago,/channel/UCNblYZkXSzb55SAjT4OgKEQ,Sidik Bae
202,"Terimakasih gojek, karenamu ku tau latar belakang ariel menciptakan lagu menunggumu..",7,2 months ago,/channel/UC5OFusAQB-WTDpQ9FeSWvJQ,Haerul Yasa
203,Sumpah skenarionya bangke banget seorang ariel bisa dijadikan humoris dan hanya gojek yg dapat merubah seorang ariel  yg cool jadi kocak,5,2 months ago (edited),/channel/UCwxXgqRblJxfu3oSDlOs4Ww,Cilember Ajja
204,Wah konsepnya gokil,4,2 months ago,/channel/UCmXML1jzzTn2xBlZoXFEu4w,VanJoule 11
205,Asik banget iklannya ❤️,7,2 months ago,/channel/UCtl0qFb1h28lIY2_X_iyHvQ,ga
206,Musisi semakin lucu sekarang,22,2 months ago,/channel/UCtR94KD8bZiSce3FSwONu9g,Nur Afni Maharani
207,jokes bapak2 40 taun yang merdu 😭,3,2 months ago,/channel/UCdv6wO4Fqacl3aA5YoemCFQ,Pipit Fitriyanti
208,aril bisa ngelawak juga ternyata,4,2 months ago,/channel/UCK9ohuT-95Tg8NzTkoeyZuQ,Koko Dwiyanto
209,Senyumnya sumringah bgt pas paketnya dtg :),7,2 months ago,/channel/UC8NzMNt8lfiRMi1p67qHsuQ,Ashevin Channel
210,Aaaaa Kang Arieeelllll 😍😍😍😍,6,2 months ago,/channel/UCPExSZabguF_AKumH4cKiHQ,•Kirinka Ch•
211,Pesona Ariel memang nyata,3,2 months ago,/channel/UCT2ET6cE2xWiLIij6v5v8Ig,Boasandhi
212,😂😂😂ngakak banget,27,2 months ago,/channel/UChQ_GQM8XUMnftJLC5tcGmQ,Zizizi zuzuzu
213,wkwk ari bisa ngelucu juga ya.. hahaha,6,2 months ago,/channel/UCxIVwtwQQ3nbS8fqgSpLXuA,LOLO
214,Aa Nariel saat menunggu paket trciptalah penggalan2 kata yg penuh makna indah dan menusuk di hati.. SeSABAR inikah q menikmati iklan kamu Aa Boriel ???? 😍🤩😅,2,2 months ago,/channel/UCPWJIDUyqv5sNpOCUkrb2WA,Ayah Kya
215,Gara2 boriel ae gua nontonin iklan full begini wkwk,18,2 months ago,/channel/UCfTP2EP2Uoom5YFBAdRjI2A,Aldy Krisna
216,Biasanya iklan tuh di skip tapi ini iklan malah dicari cari......😛 semangat terus buat ariel noah......kami semua fans beratmu 😘😘😘,1,6 days ago,/channel/UCdKQj6yX0pzywUKhVgqUAng,Jibrilll
217,Berkharisma the only one ariel noah made in indonesia🇮🇩,8,2 months ago,/channel/UCcMg3lKJWs-89wsKnEwsUhA,Bang Luppy
218,"lucunya om ariel... hehe, abie sampe ketawa ketawa...",6,2 months ago,/channel/UC_TNaCvHmTHu6pB8k4JVY4g,Abifa
219,Gilak si keren bgt ini iklan😊😊😊😊,4,2 months ago,/channel/UCMg3EH50V8oblA2hv0iQ3xw,Ade Iskandar
220,Kereeen kk bor,17,2 months ago,/channel/UC1wYlhUI3-m-ajTODEesjXg,Ridwan Efendi239
221,Akting nya natural. Tetep keren  apapun skenarionya. Sisi lain darimu bs ngelawak jg hihiii. Biasa nya cool,4,2 months ago,/channel/UC3-ORohrXAwz9Yj9CR2iYvw,Berty Cresvio
222,Gokil abis gojek mantap 👍,6,2 months ago,/channel/UCPculH4pK0Jbdx4uonQm8Wg,TOJT CHANNEL
223,"mantulll gaesss,,,,",38,2 months ago,/channel/UCV6O62OCBkBQG5rZ8Rn_wuw,Ponco Hadi
224,Ariel aja yg cool bisa bikin orang senyum2 dgn kata2 di video itu,5,2 months ago,/channel/UCNnxKYavXyQuRstOgrq7LdA,diaz attaya
225,Gokilll...  Iklan fantastis..  Gak trpikir juga bang boril bisa smpk segitu ekspresif,8,2 months ago,/channel/UCrJxjBFy8P5VEgG5AY2B9PQ,Arika Silvi
226,Keren.....,16,2 months ago,/channel/UCqukzxBOKzomfKfB1Llqxlg,CICADAS speziale
227,Gojek patut diapresiasi masih pake artis lokal buat promosi.,4,2 months ago,/channel/UC8T-SYxit2pTIYPKd6mpcWQ,Idham Aja
228,Gojek jaya selalu semakin maju apa lg ada ariel noah,5,2 months ago,/channel/UCj0D23tTlHjEi80upn8wAfg,rafli fahrizal
229,"Udah berkali² nonton ni iklan, nagih sih. Wkwkwk serasa kyk dengerin monolog pas mau konser noah 🤣🤣",8,2 months ago,/channel/UCsEg6Ssn5dJdHgp-pBMVHxg,Nayla Amuph
230,"Paraaaahh, keren bangett iklannya.",4,1 month ago,/channel/UCPxz0U4cdr5UIbR38koB_tA,Keratif Film School
231,Kreatif banget iklannya 😊👍👍👍,4,2 months ago,/channel/UCFUI9ItyjFthmpySsa1moww,immank_inst
232,Gokil dah,27,2 months ago,/channel/UC4girljYKRiSu-O-mpRg5uQ,Agil Wintoro
233,Team kreatifnya keren,4,2 months ago,/channel/UC7N_3_Dp2Azk_dzyxdyU1kA,Teguh Cipta
234,tetap ngakak meskipun dah liat berkali kali,3,1 month ago,/channel/UCjQeH6qf6SJxMDPV_8c_PSA,Elnoval Mysan Ramadhan
235,Baru kali ini nonton iklan sampe full .. keren boriel,7,2 months ago,/channel/UCwwLG3Wd3awy3xskxOb7m6A,Rhmadna Arbaeni
236,Kocakk 😂,13,2 months ago,/channel/UC4Ojrosn6aeOQWm1hlyHECQ,chandra wiradhika
237,Iklan tp ky film..keren bgt 👏👍🏻😍,6,2 months ago,/channel/UCV9sXxwsTo_JBKmDTzoEgHg,Hasanah H
238,Lucu banget anjirrr 😂,9,2 months ago,/channel/UCcgmf6sDwcUqwfAbkA7kGJQ,Cleanoz Pasuruan
239,kalo iklan bintangnya bang ariel..gua rela gak skip..sampe selesai:),4,2 months ago,/channel/UCRLWQe3tBoirTU6d0IwRd6Q,Mabar TV
240,"Keren abis kang, suaranya jiiirrr.ademm banget",6,2 months ago,/channel/UCjF5MZHwXRrSYbH-wbDbV-Q,Tahta Sangir Official
241,Kalian luar biasa,10,2 months ago,/channel/UCBrOUoWOaZhLxz-bxRxyqIg,Haryanto Zah
242,Gosend luar biasaaa,7,2 months ago,/channel/UCK-_R7L6jo5muuV4dJKnMFA,Lendy Vi
243,yaampun iklan panjang yang mau banget aku tonton sampek abis T_T kerennn bgtttttttttttt,8,1 month ago,/channel/UCR4lvQi714ob-eKzTsqM6zA,FS_ Adinda Lutfi
244,"Biasanya iklan diskip, yg ini ditunggu pengen denger suara renyahnya yg kaya kue nastar",7,2 months ago (edited),/channel/UC5WowY0195mS5A-5IB3a8-Q,Manda Amanda
245,Asli lucu banget inspiratif.. kalo yg ngebawai nya arel Noah apa aja pasti mantul,7,2 months ago,/channel/UCieBJR6QQPFwxjNiI5ptyCQ,Tarya Tampans
246,Apakah gergaji adalah gaji yg lebih ger🤣🤣,10,2 months ago,/channel/UC5GtXqiM_zk0zFoDIkaMu-A,Alfi_Alfianto
247,cepet bget y ud ampir 2 jt view prasaan kmren bru ratusan k view...gk nyangka antusias masyarakat tinggi liat boril dlm 3 mggu trkhir😄,7,1 month ago,/channel/UCAMrwy2-f1hEuD1YJufQMQA,Ade 456
248,Baru kali ini saya nonton iklan sampai full 😂,10,2 months ago,/channel/UCbmwioI5wJVIsTn3lC0W31w,SCROLL TAP
249,"Suara khas mang boriel
Emang khas ditelinga😁👍",9,2 months ago,/channel/UChzA3FSXLTJQZWJPiwWKxyw,zy_bajry
250,The only iklan yang aku tidak skip dari youtube 😅😅,5,2 months ago,/channel/UC-fOnEagqn-8wS_3BCuddrw,lynns
251,Hanya gojek yang mampu meruntuhkan wibawanya ariel😂 yang setuju mana suaranyaa😂😂,4,2 months ago,/channel/UCqXcxaQGqmHwuh4Nc1NmVMQ,najam vsl
252,Tolong perbanyak iklan kreatif kayak gini,9,2 months ago,/channel/UCPxl0lPSM64f-0rV7Xu3Qrg,Mr Rabbit
253,"selamat ulang tahun Idol... Doa terbaik untukmu. 
Lahir rabu manis 
Dan bln September
Sama sperti saya sendiri . Idol sejak 2000 jaman kaset CD bajakan. 
Itu yg cuma saya bsa beli dr hasil ngumpulin uang saku dsaat itu 200rupiah saya dikasih ibu dan di kumpulin hampir 3mingguan bsa beli CD bajakan 5rb 3 kaset seneng yg paling saya ingat bs membeli full peterpan tahun 2000 an sebagai anak desa dan ibu petani tk mempunyai TV hanya vcd saya udah senang.... Terimakasih ariel km yg memotivasi rambut belah dua ku dulu  , trs membeli tas pinggang serta baju yg td ny normal ku jadikan baju lekbong dan tentu menyukai celana cut bray. Memori kecil ku tulis di komen ini... Saya bangga mnjadi sahabat noah.",4,2 months ago (edited),/channel/UC_Gub0gE_W1eobeCtOPE3Eg,cui boriel
254,Tolong buat bang Ariel jadi aktor utama sebuah film...,4,2 months ago,/channel/UC3912fSC0Vt5OHwNRBOW7-w,Jekwin Sihombing
255,"Lucu,keren,sempurna. Sepatu ditangan kardus dibuang",8,2 months ago,/channel/UCDp-cIONMPuzmhUEmyiOD9g,Aldrian Naka
256,"Keren.... 
 Konsep nyambung sm lagu nya....
Top",9,2 months ago,/channel/UCUcYTDYYTK2KfKTXsgnnBiw,MrYusufefendi
257,"Iklan terkereennn, Ariel Noah bestttt
Baru x ini liat bor teriak 😆😆",7,1 month ago (edited),/channel/UCYNEiWgDBg2dXz9ung8HYYw,Wit Wulan
258,"Kreatif n lucu,, mantab",10,2 months ago,/channel/UC5KXrroBstCLQec3e9n7qfA,Bumbu Pawon Babe
259,"Jdi keren bgini iklannya, mantul bg aril",5,2 months ago,/channel/UC4g5RPkE1QG-s9y7Wl19N5w,Ricky Gunawan
260,Rela liat terus klo ada Ariel 😍,8,2 months ago,/channel/UCpmtqBiiJt73_blnkGKd0kg,Shirataki Surabaya
261,"gojek, ga pernah ngecewain kalo bikin iklan",6,2 months ago,/channel/UC28pgdSIrDVRCPm-JSnzuzw,AWTA Channel
262,Lucuuu ...gokill..kerennn..klo aril bintang iklan nya auto bagus..,4,2 months ago,/channel/UCnn1glS-wMSdHKKKkNthlrQ,Ade Budi
263,Keren,30,2 months ago,/channel/UC-CaemePzlvA5pKdUfy-zzw,fiev
264,Semangat terus ka Ariel,2,2 months ago,/channel/UCCiLEyrY3CxpNCZajdhxFsQ,Razky Band Official
265,"Iklan terkeren 👍😍 suka kebayang klo ariel main pilem, pesonanya itu loh miri sharukhan gak ada matinya 👏",6,1 month ago,/channel/UCaPqdEE0KwmiUFA4Pib5ftw,Zahra Mealyanie
266,Mantep bang boriel 🔥😀,11,2 months ago,/channel/UCuJp50Yj5P3Fh9BC_yU9CTw,BayuVersus
267,"Memang kalo baru tambah umur komedinya juga ngikut
Chaaaaaks",3,2 months ago,/channel/UC7NLBswJtt5SRHfOwdQZLHw,Fathoni Rahmadi
268,"nonton iklan ky nonton film ya,disimak banget,ujung2nya ketawa sendiri,emang nie ariel...",6,2 months ago,/channel/UCfEeq71Dw_AmMFEoDcrV3Rg,wati tiannadda
269,Keren,13,2 months ago,/channel/UCEcz5NQe4ioMBsiGA7waSqQ,Agung Mansur
270,Gokil...gojek 👍👍👍👍,5,2 months ago (edited),/channel/UCWpRoZeVjoJL6ACpZQTVt-Q,raditya sakti
271,"anjiiiiiiir keren gila... bikin ngakak, keren parah",6,2 months ago,/channel/UCDcQ9aOzWrC4X7F_9cRZNhQ,D J
272,"Udh cocok si menurut gw boriel jadi aktor  film, yo bisa yo semoga ariel ditawarkan lagi main film layar lebar",11,2 months ago,/channel/UCTXduEIndihQ-5fo7bXqVNw,Bayu Krismawan
273,Ariel memang the best lah,8,2 months ago,/channel/UCidC9sGyRq5MVsHl8MCZz_w,Saras ayu Lestari
274,"Admin, tolong iklan nya di panjangin. Biar makin seru 😂😂😂",8,2 months ago,/channel/UCo1HNCUCQxgl6mbCK_GJg9w,it's me
275,"Idolakuuuuuuu, kerennnn bangettttt, gemassss",7,2 months ago,/channel/UCEE9oufepzUyRFjbfbRLX2Q,Ruswidayanti 14
276,. Asli ketipu kupikir lagu barunya... Tapi bgus jugaa👍👍👍,4,2 months ago,/channel/UCzk9l5OPVTOBFlNzHcbF5-Q,Atmawijaya09
277,Si Ariel mau gimana juga tetep aja good looking,5,1 month ago,/channel/UCfg2-DpDmGZ900c2Bk3A9PA,ari johan
278,2:33😱 beruntung banget bisa foto Ariel Noah Ketemu langsung jadi iri sama yang antar paket 😣,9,2 months ago,/channel/UCKK46C_uiiiWIBeAMieC9OA,Dahep Jatnika
279,"Anak band ✔️
Aktor ✔️
Lengkap sudah 😎",4,2 months ago,/channel/UC6anhIqcH4dhI3rmRuZyc5Q,bilsky19
280,iklan favorit❤,8,2 months ago,/channel/UCBYslQQEJBQSPaIRZhvbyPg,nyonya_kecil
281,sayang bgt bukan yg versi ini yg ditayangin di tv,6,2 months ago,/channel/UC4MQ1xcLysza0hZGWI7ihkA,lyne melyne
282,Wahh lucu dan keren 👍👍👏,5,2 months ago,/channel/UCl9y1k4bIBv4Y9AkM7swYlw,New Slamz
283,"nemu di tv nyari di youtube.

Sini ngumpul..

Percayalah gojek km akan trending lg. Krn ada ariel",7,2 months ago (edited),/channel/UCiSd6sgKPFH5UXRqD5u6Xlw,"Referensi Desain Rumah • 1,1 jt"
284,Udah ku ulang 20x lebih tetep gabosen :),4,2 months ago,/channel/UCm8l8jU-m4AXp-Wk4eLVSsg,Yulia Citra
285,Keren bngt asli,5,2 months ago,/channel/UCSwfm5JO1rsEPhqhZ1BTYIw,kembar imut
286,Baru kali ini gw nonton iklan sampe fulll 👍🏻🤭,7,2 months ago,/channel/UC2SXE9dOYshYYZwkwJyDNIg,Maniac Youtube
287,"Baru kali ini aku betah nnton iklan 😂😂
Bang bOriel....lv 🥰",9,2 months ago,/channel/UCq6PQcRuGYciQdqum6LBbOw,Asti Sb
288,Sengaja pengin liat ini iklan di ytb ternyata bisa lucu gini yaa 😅,4,2 months ago,/channel/UCfyAAU5kr78exeYLob9Q5NA,Dani Rahmawati
289,Iklan yg hari ini gue cari dan tonton sampai habis berkali-kali..,7,2 months ago,/channel/UCzQIrp4qKsFW9hkzcLQey7A,difan faddra
290,2:02 nama2 jalan sama nama penerima bikin ngakak abis😂😂😂,4,2 months ago,/channel/UCtILcrR0-bgH7ZiDUxiDYSw,RawRaw Shed
291,Baru x ini nonton iklan betah sampe di ulang2 😊,3,2 months ago,/channel/UC6H-uOacQigV8X6mip-1YgA,Cuee Lemon
292,ngakak woilah 😭🤣🤣,26,2 months ago,/channel/UCWqZAth3DRal_6OaQN2Aslg,ika julianti
293,MANTAP GOJEK 👍😁😁👍,2,2 months ago,/channel/UCl5Ib_BSjUfMSqaIW1nqEwQ,Yayah Rohayah Official
294,"NGAKAK, LAGU KEADAAN, SEMUA JADI 1 🤣🤣🤣",4,1 month ago,/channel/UChj6LiHUsqx3n_Lk8EP3eXg,Azry Koe
295,"Bingung apa yang harus di kerjain, ampe ngmandiin motor tetangga 🤣😂
Keknya sekalinya boril bingung,pekerjaan rumah tetangga langsung beres ini mah, mau dong jadi tetangganya😆😆",8,2 months ago (edited),/channel/UCfzC9yUS99Vh83qCo0jjmkw,Ihsan Hafidz Nuryasin
296,HAHAHAHHAHA Baru ini nonton iklan berulang2...NGAKAK SO HART,11,2 months ago,/channel/UCnSZ-8VtgSASU6pQwlu9ecg,MAS BRO
297,"Kesini gara gara ada iklan model nya bor,,,kali ini bor kocak abis",5,2 months ago,/channel/UCDecQdfdJoLGvmkl_1De9vw,Andri Yulianto
298,Iklan GO-SEND Paling Se Paling-Palingnya...😁😆🤗,7,2 months ago,/channel/UCDvBXGkWpbmlFWxQJ1uePGQ,Mochamad Arief
299,kereeeen bgt 👍👍👍👍,5,2 months ago,/channel/UCGRSl0SkJFvJjdhUl3WzFVA,Enji Nurham
300,Ariel serba bisa,7,2 months ago,/channel/UCzkjwRTUBfaykJ7c1Hs0PxA,Beyou Self
301,"""pak mirip ariel ya?""
si bapak ""ah nggak, jauuh""
humorku sebatas si bapak bilang jauuuh :(",7,1 month ago,/channel/UCPydrTkAD9DUwrzWtWO2J_g,Jewelry Diza
302,baru kali ini ga bosen ngulang2 iklan wkwkwk,6,2 months ago,/channel/UCE7lh5PupBINmMmzcimg3lw,Cicik Yudha Nugraheni
303,Bahagia itu sederhana,6,2 months ago,/channel/UCpLs-SxR9Z5005qBY3Vi_lg,Ronny Meyrico
304,Karena sepatu..aku disini 🥴 so lain liriknya 😅😂🤣 bdw kirain nungguin sang pendamping sampe jadi stress.  Ternyata hanya nungguin sepatu 🥴😂🤣😂 mantap iklannya.. bikin stress q jadi hilang 😂🤣😅🙏,5,2 months ago,/channel/UCnG7Ty7v5HVNaNL3g6aqQSg,Izhen Awan
305,Cuma ariel yg difoto kurir tetep kece 😂😂,4,2 months ago,/channel/UClFCkh0dqwdI-UkfDNaNIAw,ivan blow
306,Salam MITRA GOCAR SAMARINDA . .,22,2 months ago,/channel/UCAlCP04K2E_7IgS3HOCeTQg,BDSM USMAN
307,"Entah gw doang atau yg lain juga sama, setiap ditungguin pasti lama datangnya giliran ga di tungguin cepet datengnya. 🤣",5,1 month ago,/channel/UCl96JbjFzuQdHhPvWxrzfig,Muhammad Arif
308,pokok ny klo iklan pke ariel noah ga ada yg dislike lebih dri 10,3,2 months ago,/channel/UCm210xvJ42zOL7Fv76FuFrw,pepeng Kurniawan
309,"Karna Sepatu Aku di Ssinnii 🤣
Ngakak Anjirrttt 🤣🤣",7,2 months ago,/channel/UC6fWHJbXLCmPqRhWWqxkrqA,Maulana 13 Ytb
310,Keren ini mah iklanya... Apalagi expresi boriel 😅😅,2,1 month ago,/channel/UCIgoEGPP52tL97n8j4UgQww,Dek Atan
311,ya ampun😆😆😆 bagus banget iklannya,3,2 months ago,/channel/UCyNhpSlYGfbDMG-AwqtPOyg,linda srimuliani
312,Gak mau skip kalo iklan nya kaya gini mah,8,2 months ago,/channel/UCO3Qw_XWzp_tECXWRwrDrKQ,Vira Asfianita
313,Hahahahahaha suka iklannyaaaaa 😆,4,2 months ago,/channel/UCZSVYGy5NGAbmDaYFBeWaUA,Meiza Amsy
314,"Luar biasa,idolaku",5,2 months ago,/channel/UCehHpgVMeMsdjlL-Hm91c2A,Ida putu Pastika
315,padahal paling males  lihat iklan tp kalo boriel yg main no skip,7,2 months ago,/channel/UCLdkCiANUq2jszAeZnuNeuA,Hamzah Iya
316,"ya Allah bang bor gabut ajah bikin gergaji, nyuciin motor tetangga 😁😁😁😁",3,2 months ago,/channel/UCbuiqZMTU3aoeCK3WUIEDkg,kokolokop kokolokop
317,gokilll bgt si iklan ini,5,2 months ago,/channel/UCsY0qjvIulLbc9y7_Zm2-ew,Anna Tv
318,"Biasanya iklan diskip, ini malah di cari😁",9,2 months ago,/channel/UCQ1V3yhlcrFu9otCNqdmBKQ,rasyif prialdi
319,anjirr lucu pisan 😂😂,3,2 months ago,/channel/UCV2EoH1WqWTXI_Hw7mZfIqA,Ipang Fotografi
320,Anjiir Ariel Napa jadi kocakkk gini wooooyyyy 😂😂😂,6,2 months ago,/channel/UCokjRhZxaisusChjh0sSiPg,Pejuang anti porno atau bokep
321,Kata katanya emang gokil wkwkwk,4,1 month ago,/channel/UCdK7u3xBSgqq5NY7wayeLSw,Kembang Rawe
322,Cuma ariel yang baca Terms and Condition ampe abis 😂,4,2 months ago,/channel/UC_Trd3Yy2dhBwVnV2u_O1oQ,Dennis
